@RELATION sampledGTD

@ATTRIBUTE nkill REAL
@ATTRIBUTE nwound REAL
@ATTRIBUTE crit1 REAL
@ATTRIBUTE crit2 REAL
@ATTRIBUTE crit3 REAL
@ATTRIBUTE weaptype1 REAL
@ATTRIBUTE severity {low, medium,high}
@DATA
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,13,low,
0.0,0.0,1,1,1,13,low,
0.0,1.0,1,1,1,5,low,
0.0,2.0,1,1,1,9,low,
1.0,3.0,1,1,1,5,low,
2.0,7.0,1,1,1,6,medium,
0.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,6,low,
1.0,2.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,1.0,1,1,1,5,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,6,low,
1.0,8.0,1,1,0,6,medium,
1.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,8,low,
1.0,0.0,1,1,1,5,low,
1.0,0.0,1,1,1,6,low,
9.0,13.0,1,1,1,5,medium,
0.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,6,low,
2.0,1.0,1,1,1,6,low,
2.0,1.0,1,1,1,6,low,
0.0,2.0,1,1,1,5,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,13,low,
0.0,0.0,1,1,1,5,low,
1.0,0.0,1,1,1,6,low,
0.0,3.0,1,1,1,6,low,
1.0,0.0,1,1,1,5,low,
1.0,1.0,1,1,1,5,low,
3.0,0.0,1,1,1,5,low,
1.0,3.0,1,1,1,6,low,
0.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,13,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
1.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,6,low,
1.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
10.0,0.0,1,1,1,5,medium,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,13,low,
0.0,0.0,1,1,1,6,low,
1.0,0.0,1,1,1,5,low,
0.0,1.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,1.0,1,1,1,5,low,
1.0,0.0,0,1,1,5,low,
0.0,2.0,1,1,0,5,low,
1.0,1.0,1,1,1,5,low,
3.0,1.0,1,1,1,5,low,
1.0,3.0,1,1,0,5,low,
0.0,3.0,1,1,0,6,low,
1.0,2.0,1,1,1,5,low,
2.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,8,low,
0.0,8.0,1,1,1,6,medium,
1.0,0.0,1,1,0,6,low,
2.0,0.0,1,1,1,5,low,
2.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,1,6,low,
3.0,0.0,1,1,1,5,low,
2.0,0.0,1,1,0,5,low,
0.0,0.0,1,1,1,6,low,
2.0,0.0,1,1,1,13,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,6,low,
0.0,2.0,1,1,0,6,low,
0.0,13.0,1,1,1,5,medium,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,6,low,
10.0,0.0,1,1,1,5,medium,
1.0,0.0,1,1,0,9,low,
4.0,2.0,1,1,1,6,medium,
3.0,9.0,1,1,1,6,medium,
0.0,0.0,1,1,1,8,low,
0.0,13.0,1,1,0,6,medium,
1.0,0.0,1,1,1,5,low,
1.0,0.0,1,1,1,5,low,
0.0,0.0,1,1,0,13,low,
3.0,0.0,1,1,0,5,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,1,8,low,
0.0,0.0,1,1,0,5,low,
7.0,16.0,1,1,1,6,medium,
0.0,0.0,1,1,1,6,low,
11.0,20.0,1,1,0,13,medium,
1.0,6.0,1,1,1,6,medium,
0.0,0.0,1,1,1,6,low,
6.0,10.0,1,1,1,6,medium,
0.0,3.0,1,1,1,6,low,
3.0,2.0,1,1,1,6,medium,
0.0,0.0,1,1,1,6,low,
0.0,0.0,1,1,1,8,low,
17.0,0.0,1,1,1,5,medium,
